tracker_name,package_prefix,categories,network_signature,website,source,code_signature
fullstory,com.fullstory.util,Analytics,,https://www.fullstory.com/,exodus,com.fullstory.instrumentation.|com.fullstory.util.|com.fullstory.jni.|com.fullstory.FS|com.fullstory.rust.|com.fullstory.FSSessionData
ironSource,com.ironsource,Analytics,,https://www.ironsrc.com,exodus,com.ironsource.
mParticle,com.mparticle,Analytics,mparticle\.com,http://mparticle.com,exodus,com.mparticle
maio by i-mobile,jp.maio.sdk,,,https://adpf-info.i-mobile.co.jp/en/,exodus,jp.maio.sdk.
mediba,com.mediba.jp,Advertisement,,https://www.mediba.jp,exodus,com.mediba.jp|mediba.ad.sdk.android.openx
mediba,mediba.ad.sdk.android.openx,Advertisement,,https://www.mediba.jp,exodus,com.mediba.jp|mediba.ad.sdk.android.openx
myTarget,com.my.target,Advertisement,.target\.my\.com,https://target.my.com/,exodus,com.my.target.
myTracker,com.my.tracker,,tracker-api\.my\.com,https://tracker.my.com/,exodus,com.my.tracker.
nend,net.nend.android,Advertisement,,https://nend.net/en/,exodus,net.nend.android|net.nend.unity.
nend,net.nend.unity,Advertisement,,https://nend.net/en/,exodus,net.nend.android|net.nend.unity.
